id,name,code,media_type_id/id,source_id/id,system
application_load_control_xml,application/load-control+xml,application_load_control_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_lost_xml,application/lost+xml,application_lost_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_lostsync_xml,application/lostsync+xml,application_lostsync_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_lxf,application/LXF,application_lxf,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mac_binhex40,application/mac-binhex40,application_mac_binhex40,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_macwriteii,application/macwriteii,application_macwriteii,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mads_xml,application/mads+xml,application_mads_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_marc,application/marc,application_marc,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_marcxml_xml,application/marcxml+xml,application_marcxml_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mathematica,application/mathematica,application_mathematica,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mathml_content_xml,application/mathml-content+xml,application_mathml_content_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mathml_presentation_xml,application/mathml-presentation+xml,application_mathml_presentation_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mathml_xml,application/mathml+xml,application_mathml_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_associated_procedure_description_xml,application/mbms-associated-procedure-description+xml,application_mbms_associated_procedure_description_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_deregister_xml,application/mbms-deregister+xml,application_mbms_deregister_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_envelope_xml,application/mbms-envelope+xml,application_mbms_envelope_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_msk_response_xml,application/mbms-msk-response+xml,application_mbms_msk_response_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_msk_xml,application/mbms-msk+xml,application_mbms_msk_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_protection_description_xml,application/mbms-protection-description+xml,application_mbms_protection_description_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_reception_report_xml,application/mbms-reception-report+xml,application_mbms_reception_report_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_register_response_xml,application/mbms-register-response+xml,application_mbms_register_response_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_register_xml,application/mbms-register+xml,application_mbms_register_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_schedule_xml,application/mbms-schedule+xml,application_mbms_schedule_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbms_user_service_description_xml,application/mbms-user-service-description+xml,application_mbms_user_service_description_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mbox_xml,application/mbox+xml,application_mbox_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_media_control_xml,application/media_control+xml,application_media_control_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_media_policy_dataset_xml,application/media-policy-dataset+xml,application_media_policy_dataset_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mediaservercontrol_xml,application/mediaservercontrol+xml,application_mediaservercontrol_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_merge_patch_json,application/merge-patch+json,application_merge_patch_json,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_metalink4_xml,application/metalink4+xml,application_metalink4_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mets_xml,application/mets+xml,application_mets_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mf4,application/MF4,application_mf4,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mikey,application/mikey,application_mikey,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mods_xml,application/mods+xml,application_mods_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_moss_keys,application/moss-keys,application_moss_keys,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_moss_signature,application/moss-signature,application_moss_signature,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mosskey_data,application/mosskey-data,application_mosskey_data,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mosskey_request,application/mosskey-request,application_mosskey_request,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mp21,application/mp21,application_mp21,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mp4,application/mp4,application_mp4,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mpeg4_generic,application/mpeg4-generic,application_mpeg4_generic,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mpeg4_iod,application/mpeg4-iod,application_mpeg4_iod,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mpeg4_iod_xmt,application/mpeg4-iod-xmt,application_mpeg4_iod_xmt,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mrb_consumer_xml,application/mrb-consumer+xml,application_mrb_consumer_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mrb_publish_xml,application/mrb-publish+xml,application_mrb_publish_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_msc_ivr_xml,application/msc-ivr+xml,application_msc_ivr_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_msc_mixer_xml,application/msc-mixer+xml,application_msc_mixer_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_msword,application/msword,application_msword,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_mxf,application/mxf,application_mxf,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_nasdata,application/nasdata,application_nasdata,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_news_checkgroups,application/news-checkgroups,application_news_checkgroups,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_news_groupinfo,application/news-groupinfo,application_news_groupinfo,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_news_transmission,application/news-transmission,application_news_transmission,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_nlsml_xml,application/nlsml+xml,application_nlsml_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_nss,application/nss,application_nss,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_ocsp_request,application/ocsp-request,application_ocsp_request,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_oscp_response,application/oscp-response,application_oscp_response,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_octet_stream,application/octet-stream,application_octet_stream,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_oda,application/ODA,application_oda,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_odx,application/ODX,application_odx,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_oebps_package_xml,application/oebps-package+xml,application_oebps_package_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_ogg,application/ogg,application_ogg,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_oxps,application/oxps,application_oxps,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_p2p_overlay_xml,application/p2p-overlay+xml,application_p2p_overlay_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_parityfec,application/parityfec,application_parityfec,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_patch_ops_error_xml,application/patch-ops-error+xml,application_patch_ops_error_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pdf,application/pdf,application_pdf,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pdx,application/PDX,application_pdx,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pgp_encrypted,application/pgp-encrypted,application_pgp_encrypted,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pgp_keys,application/pgp-keys,application_pgp_keys,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pgp_signature,application/pgp-signature,application_pgp_signature,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pidf_diff_xml,application/pidf-diff+xml,application_pidf_diff_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pidf_xml,application/pidf+xml,application_pidf_xml,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkcs10,application/pkcs10,application_pkcs10,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkcs7_mime,application/pkcs7-mime,application_pkcs7_mime,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkcs7_signature,application/pkcs7-signature,application_pkcs7_signature,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkcs8,application/pkcs8,application_pkcs8,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkix_attr_cert,application/pkix-attr-cert,application_pkix_attr_cert,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkix_cert,application/pkix-cert,application_pkix_cert,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
application_pkix_crl,application/pkix-crl,application_pkix_crl,mime_media_type_application,base.iana,https://www.iana.org/assignments/media-types/media-types.xhtml
