id,code,name,definition,level,contains_id/id,value_set_ids/id,country_ids/id,source_id/id,system
race_224,1203-9,"Star Clan of Muscogee Creeks",,,race_214,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_225,1204-7,"Thlopthlocco",,,race_214,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_226,1205-4,"Tuckabachee",,,race_214,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_227,1207-0,"Croatan",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_228,1209-6,"Crow",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_229,1211-2,"Cupeno",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_230,1212-0,"Agua Caliente",,,race_229,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_231,1214-6,"Delaware",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_232,1215-3,"Eastern Delaware",,,race_231,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_233,1216-1,"Lenni-Lenape",,,race_231,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_234,1217-9,"Munsee",,,race_231,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_235,1218-7,"Oklahoma Delaware",,,race_231,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_236,1219-5,"Rampough Mountain",,,race_231,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_237,1220-3,"Sand Hill",,,race_231,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_238,1222-9,"Diegueno",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_239,1223-7,"Campo",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_240,1224-5,"Capitan Grande",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_241,1225-2,"Cuyapaipe",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_242,1226-0,"La Posta",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_243,1227-8,"Manzanita",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_244,1228-6,"Mesa Grande",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_245,1229-4,"San Pasqual",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_246,1230-2,"Santa Ysabel",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_247,1231-0,"Sycuan",,,race_238,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_248,1233-6,"Eastern Tribes",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_249,1234-4,"Attacapa",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_250,1235-1,"Biloxi",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_251,1236-9,"Georgetown",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_252,1237-7,"Moor",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_253,1238-5,"Nansemond",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_254,1239-3,"Natchez",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_255,1240-1,"Nausu Waiwash",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_256,1241-9,"Nipmuc",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_257,1242-7,"Paugussett",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_258,1243-5,"Pocomoke Acohonock",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_259,1244-3,"Southeastern Indians",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_260,1245-0,"Susquehanock",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_261,1246-8,"Tunica Biloxi",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_262,1247-6,"Waccamaw-Siousan",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_263,1248-4,"Wicomico",,,race_248,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_264,1250-0,"Esselen",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_265,1252-6,"Fort Belknap",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_266,1254-2,"Fort Berthold",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_267,1256-7,"Fort Mcdowell",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_268,1258-3,"Fort Hall",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_269,1260-9,"Gabrieleno",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_270,1262-5,"Grand Ronde",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_271,1264-1,"Gros Ventres",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_272,1265-8,"Atsina",,,race_271,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_273,1267-4,"Haliwa",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_274,1269-0,"Hidatsa",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_275,1271-6,"Hoopa",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_276,1272-4,"Trinity",,,race_275,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_277,1273-2,"Whilkut",,,race_275,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_278,1275-7,"Hoopa Extension",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_279,1277-3,"Houma",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_280,1279-9,"Inaja-Cosmit",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_281,1281-5,"Iowa",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_282,1282-3,"Iowa of Kansas-Nebraska",,,race_281,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_283,1283-1,"Iowa of Oklahoma",,,race_281,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_284,1285-6,"Iroquois",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_285,1286-4,"Cayuga",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_286,1287-2,"Mohawk",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_287,1288-0,"Oneida",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_288,1289-8,"Onondaga",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_289,1290-6,"Seneca",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_290,1291-4,"Seneca Nation",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_291,1292-2,"Seneca-Cayuga",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_292,1293-0,"Tonawanda Seneca",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_293,1294-8,"Tuscarora",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_294,1295-5,"Wyandotte",,,race_284,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_295,1297-1,"Juaneno",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_296,1299-7,"Kalispel",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_297,1301-1,"Karuk",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_298,1303-7,"Kaw",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_299,1305-2,"Kickapoo",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_300,1306-0,"Oklahoma Kickapoo",,,race_299,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_301,1307-8,"Texas Kickapoo",,,race_299,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_302,1309-4,"Kiowa",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_303,1310-2,"Oklahoma Kiowa",,,race_302,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_304,1312-8,"Klallam",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_305,1313-6,"Jamestown",,,race_304,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_306,1314-4,"Lower Elwha",,,race_304,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_307,1315-1,"Port Gamble Klallam",,,race_304,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_308,1317-7,"Klamath",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_309,1319-3,"Konkow",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_310,1321-9,"Kootenai",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_311,1323-5,"Lassik",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_312,1325-0,"Long Island",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_313,1326-8,"Matinecock",,,race_312,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_314,1327-6,"Montauk",,,race_312,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_315,1328-4,"Poospatuck",,,race_312,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_316,1329-2,"Setauket",,,race_312,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_317,1331-8,"Luiseno",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_318,1332-6,"La Jolla",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_319,1333-4,"Pala",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_320,1334-2,"Pauma",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_321,1335-9,"Pechanga",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_322,1336-7,"Soboba",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_323,1337-5,"Twenty-Nine Palms",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_324,1338-3,"Temecula",,,race_317,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_325,1340-9,"Lumbee",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_326,1342-5,"Lummi",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_327,1344-1,"Maidu",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_328,1345-8,"Mountain Maidu",,,race_327,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_329,1346-6,"Nishinam",,,race_327,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_330,1348-2,"Makah",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_331,1350-8,"Maliseet",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_332,1352-4,"Mandan",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_333,1354-0,"Mattaponi",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_334,1356-5,"Menominee",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_335,1358-1,"Miami",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_336,1359-9,"Illinois Miami",,,race_335,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_337,1360-7,"Indiana Miami",,,race_335,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_338,1361-5,"Oklahoma Miami",,,race_335,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_339,1363-1,"Miccosukee",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_340,1365-6,"Micmac",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_341,1366-4,"Aroostook",,,race_340,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_342,1368-0,"Mission Indians",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_343,1370-6,"Miwok",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_344,1372-2,"Modoc",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_345,1374-8,"Mohegan",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_346,1376-3,"Mono",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_347,1378-9,"Nanticoke",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_348,1380-5,"Narragansett",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_349,1382-1,"Navajo",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_350,1383-9,"Alamo Navajo",,,race_349,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_351,1384-7,"Canoncito Navajo",,,race_349,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_352,1385-4,"Ramah Navajo",,,race_349,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_353,1387-0,"Nez Perce",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_354,1389-6,"Nomalaki",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_355,1391-2,"Northwest Tribes",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_356,1392-0,"Alsea",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_357,1393-8,"Celilo",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_358,1394-6,"Columbia",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_359,1395-3,"Kalapuya",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_360,1396-1,"Molala",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_361,1397-9,"Talakamish",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_362,1398-7,"Tenino",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_363,1399-5,"Tillamook",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_364,1400-1,"Wenatchee",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_365,1401-9,"Yahooskin",,,race_355,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_366,1403-5,"Omaha",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_367,1405-0,"Oregon Athabaskan",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_368,1407-6,"Osage",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_369,1409-2,"Otoe-Missouria",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_370,1411-8,"Ottawa",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_371,1412-6,"Burt Lake Ottawa",,,race_370,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_372,1413-4,"Michigan Ottawa",,,race_370,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_373,1414-2,"Oklahoma Ottawa",,,race_370,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_374,1416-7,"Paiute",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_375,1417-5,"Bishop",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_376,1418-3,"Bridgeport",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_377,1419-1,"Burns Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_378,1420-9,"Cedarville",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_379,1421-7,"Fort Bidwell",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_380,1422-5,"Fort Independence",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_381,1423-3,"Kaibab",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_382,1424-1,"Las Vegas",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_383,1425-8,"Lone Pine",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_384,1426-6,"Lovelock",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_385,1427-4,"Malheur Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_386,1428-2,"Moapa",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_387,1429-0,"Northern Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_388,1430-8,"Owens Valley",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_389,1431-6,"Pyramid Lake",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_390,1432-4,"San Juan Southern Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_391,1433-2,"Southern Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_392,1434-0,"Summit Lake",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_393,1435-7,"Utu Utu Gwaitu Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_394,1436-5,"Walker River",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_395,1437-3,"Yerington Paiute",,,race_374,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_396,1439-9,"Pamunkey",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_397,1441-5,"Passamaquoddy",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_398,1442-3,"Indian Township",,,race_397,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_399,1443-1,"Pleasant Point Passamaquoddy",,,race_397,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_400,1445-6,"Pawnee",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_401,1446-4,"Oklahoma Pawnee",,,race_400,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_402,1448-0,"Penobscot",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_403,1450-6,"Peoria",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_404,1451-4,"Oklahoma Peoria",,,race_403,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_405,1453-0,"Pequot",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_406,1454-8,"Marshantucket Pequot",,,race_405,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_407,1456-3,"Pima",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_408,1457-1,"Gila River Pima-Maricopa",,,race_407,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_409,1458-9,"Salt River Pima-Maricopa",,,race_407,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_410,1460-5,"Piscataway",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_411,1462-1,"Pit River",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_412,1464-7,"Pomo",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_413,1465-4,"Central Pomo",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_414,1466-2,"Dry Creek",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_415,1467-0,"Eastern Pomo",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_416,1468-8,"Kashia",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_417,1469-6,"Northern Pomo",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_418,1470-4,"Scotts Valley",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_419,1471-2,"Stonyford",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_420,1472-0,"Sulphur Bank",,,race_412,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_421,1474-6,"Ponca",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_422,1475-3,"Nebraska Ponca",,,race_421,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_423,1476-1,"Oklahoma Ponca",,,race_421,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_424,1478-7,"Potawatomi",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_425,1479-5,"Citizen Band Potawatomi",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_426,1480-3,"Forest County",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_427,1481-1,"Hannahville",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_428,1482-9,"Huron Potawatomi",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_429,1483-7,"Pokagon Potawatomi",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_430,1484-5,"Prairie Band",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_431,1485-2,"Wisconsin Potawatomi",,,race_424,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_432,1487-8,"Powhatan",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_433,1489-4,"Pueblo",,,race_2,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_434,1490-2,"Acoma",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_435,1491-0,"Arizona Tewa",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_436,1492-8,"Cochiti",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_437,1493-6,"Hopi",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_438,1494-4,"Isleta",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_439,1495-1,"Jemez",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_440,1496-9,"Keres",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_441,1497-7,"Laguna",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_442,1498-5,"Nambe",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_443,1499-3,"Picuris",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_444,1500-8,"Piro",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_445,1501-6,"Pojoaque",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_446,1502-4,"San Felipe",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_447,1503-2,"San Ildefonso",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_448,1504-0,"San Juan Pueblo",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_449,1505-7,"San Juan De",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_450,1506-5,"San Juan",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
race_451,1507-3,"Sandia",,,race_433,race_value_set_1,base.us,base.hl7v3,http://hl7.org/fhir/v3/Race
